adsh,Risk Factors,Label 1,Label 1 - details,Label 2,Label 2 - details
0000866368-23-000007,The personnel of Link are not required to dedicate a specific portion of their time to the management of our business.,operational risk,personnel resource,Operational risk,management procedure
0000866368-23-000007,"We and the Blackstone Vehicles have and in the future will likely compete with or enter into transactions with existing and future private and public investment vehicles established and/or managed by Blackstone or its affiliates, which may present various conflicts of interest that restrict our ability to pursue certain investment opportunities or take other actions that are beneficial to our business and/or result in decisions that are not in the best interests of our stockholders.",other risk,interest conflict,Competition risk,
0000866368-23-000007,Link's liability is limited under our Services Agreement and we have agreed to indemnify Link against certain liabilities.,business risk,contract,,
0000912242-23-000007,RISKS RELATED TO OUR BUSINESS AND PROPERTIES,business risk,,,
0000912242-23-000007,"We invest primarily in shopping centers, which are subject to a number of significant risks that are beyond our control.",strategy risk,investment,,
0000912242-23-000007,"A significant percentage of our Centers are geographically concentrated and, as a result, are sensitive to local economic and real estate conditions.",strategy risk,geographic concentration,,
0000912242-23-000007,We are in a competitive business.,competition risk,,,
0000912242-23-000007,"We may be unable to renew leases, lease vacant space or re-let space as leases expire on favorable terms or at all, or to the appropriate mix of tenants for the Centers, which could adversely affect our financial condition and results of operations.",operational risk,renew lease,,
0000912242-23-000007,"If Anchors or other significant tenants experience a downturn in their business, close or sell stores or declare bankruptcy, our financial condition and results of operations could be adversely affected.",credit risk,tenant's credit,,
0000912242-23-000007,"Our real estate acquisition, development and redevelopment strategies may not be successful.",strategy risk,development,,
0000912242-23-000007,Excess space at our properties could materially and adversely affect us.,operational risk,property management,,
0000912242-23-000007,Real estate investments are relatively illiquid and we may be unable to sell properties at the time we desire and on favorable terms.,liquidity risk,,,
0000912242-23-000007,Our real estate assets may be subject to impairment charges.,other risk,impairment charges,,
0000912242-23-000007,Possible environmental liabilities could adversely affect us.,legal and regulatory risk,environmental liability,,
0000912242-23-000007,We face risks associated with climate change.,other risk,climate change,,
0000912242-23-000007,Some of our properties are subject to potential natural or other disasters.,operational risk,catastrophe,,
0000912242-23-000007,Uninsured or underinsured losses could adversely affect our financial condition.,operational risk,uninsured,,
0000912242-23-000007,"Compliance with the Americans with Disabilities Act and fire, safety and other regulations may require us to make expenditures that could adversely affect our cash flows.",legal and regulatory risk,compliance,,
0000912242-23-000007,Possible terrorist activity or other acts or threats of violence and threats to public safety could adversely affect our financial condition and results of operations.,operational risk,catastrophe,,
0000912242-23-000007,"COVID-19 has caused, and COVID-19 or any future pandemic, epidemic or outbreak of any other highly infectious disease could continue to cause, disruptions in the U.S., regional and global economies and could materially and adversely impact our business, financial condition and results of operations and the business, financial condition and results of operations of our tenants.",operational risk,catastrophe,,
