adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks,SIC Code,Office,Industry Title,filing_url
0001213900-22-029269,860131,WAVE SYNC CORP.,2860.0,US,NY,NEW YORK,10036,19 WEST 44TH STREET,SUITE 1001,(852) 98047102,US,NY,NEW YORK,10036,19 WEST 44TH STREET,SUITE 1001,US,DE,742559866.0,CHINA BIO-ENERGY CORP.,20110203.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220524,2022-05-24 15:30:00.0,0,1,f10k2021_wavesync_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/860131/000121390022029269/0001213900-22-029269.txt
0000930413-22-000653,744187,REX AMERICAN RESOURCES CORP,2860.0,US,OH,DAYTON,45459,7720 PARAGON ROAD,,9372763931,US,OH,DAYTON,45459,7720 PARAGON ROAD,,US,DE,311095548.0,REX STORES CORP,19930915.0,2-ACC,0,131.0,10-K,20220131.0,2021.0,FY,20220406,2022-04-06 14:22:00.0,0,1,c103257_10k-ixbrl_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/744187/000093041322000653/0000930413-22-000653.txt
0001575872-22-000239,748790,"GLOBAL CLEAN ENERGY HOLDINGS, INC.",2860.0,US,CA,TORRANCE,90505,"2790 SKYPARK DRIVE, SUITE 105",,(310) 641-4234,US,CA,TORRANCE,90505,"2790 SKYPARK DRIVE, SUITE 105",,US,DE,870407858.0,MEDICAL DISCOVERIES INC,19940303.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220404,2022-04-04 17:27:00.0,0,1,gceh-20211231_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/748790/000157587222000239/0001575872-22-000239.txt
0001213900-23-023825,1841586,"INDUSTRIAL TECH ACQUISITIONS II, INC.",2860.0,US,TX,HOUSTON,77056,"5090 RICHMOND AVE, SUITE 319",,8326302221,US,TX,HOUSTON,77056,"5090 RICHMOND AVE, SUITE 319",,US,DE,861213962.0,,,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230329,2023-03-28 21:51:00.0,0,1,f10k2022_industrial2_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/1841586/000121390023023825/0001213900-23-023825.txt
0001628280-23-009618,1843724,"LANZATECH GLOBAL, INC.",2860.0,US,IL,SKOKIE,60077,8045 LAMON AVENUE,SUITE 400,847-324-2400,US,IL,SKOKIE,60077,8045 LAMON AVENUE,SUITE 400,US,DE,861763050.0,AMCI ACQUISITION CORP. II,20210201.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230329,2023-03-28 21:26:00.0,0,1,amci-20221231_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/1843724/000162828023009618/0001628280-23-009618.txt
0001213900-23-025539,1841425,"VERDE CLEAN FUELS, INC.",2860.0,US,TX,HOUSTON,77002,600 TRAVIS STREET,SUITE 5050,469-398-2200,US,TX,HOUSTON,77002,600 TRAVIS STREET,SUITE 5050,US,DE,851863331.0,CENAQ ENERGY CORP.,20210120.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-31 16:38:00.0,0,1,f10k2022_verdeclean_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/1841425/000121390023025539/0001213900-23-025539.txt
0001493152-23-009872,1321517,STRATOS RENEWABLES CORP,2860.0,US,NV,HENDERSON,89052,3535 EXECUTIVE TERMINAL DRIVE,SUITE 110,3104984455,US,AZ,SCOTTSDALE,85254,"16211 N SCOTTSDALE ROAD STE 292,",ATT'N GEORGE SHARP,US,NV,201699126.0,STRATOS RENEWABLES CORP,20071127.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-30 21:46:00.0,0,1,form10-k_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/1321517/000149315223009872/0001493152-23-009872.txt
0001493152-23-010103,1549145,"BLUE BIOFUELS, INC.",2860.0,US,FL,PALM BEACH GARDENS,33401,3710 BUCKEYE ST,SUITE 120,(888)607-3555,US,FL,PALM BEACH GARDENS,33401,3710 BUCKEYE ST,SUITE 120,US,NV,454944960.0,"ALLIANCE BIOENERGY PLUS, INC.",20141204.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-31 13:54:00.0,0,1,form10-k_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/1549145/000149315223010103/0001493152-23-010103.txt
0001120970-23-000017,1120970,COMSTOCK INC.,2860.0,US,NV,"VIRGINIA CITY,",89440,117 AMERICAN FLAT ROAD,PO BOX 1118,775-847-5272,US,NV,"VIRGINIA CITY,",89440,117 AMERICAN FLAT ROAD,PO BOX 1118,US,NV,650955118.0,COMSTOCK MINING INC.,20100720.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230316,2023-03-16 16:04:00.0,0,1,lode-20221231_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/1120970/000112097023000017/0001120970-23-000017.txt
0001365916-23-000023,1365916,"AMYRIS, INC.",2860.0,US,CA,EMERYVILLE,94608,"5885 HOLLIS STREET, SUITE 100",,510-450-0761,US,CA,EMERYVILLE,94608,"5885 HOLLIS STREET, SUITE 100",,US,DE,550856151.0,AMYRIS BIOTECHNOLOGIES INC,20060613.0,2-ACC,0,1231.0,10-K,20221231.0,2022.0,FY,20230316,2023-03-16 17:19:00.0,0,1,amrs-20221231_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/1365916/000136591623000023/0001365916-23-000023.txt
0001654954-23-003029,314227,"TOMI ENVIRONMENTAL SOLUTIONS, INC.",2860.0,US,MD,FREDERICK,21701,8430 SPIRES WAY,,8005251698,US,MD,FREDERICK,21701,8430 SPIRES WAY,,US,FL,591947988.0,"OZONE MAN, INC.",20071130.0,4-NON,1,1231.0,10-K,20221231.0,2022.0,FY,20230316,2023-03-16 16:04:00.0,0,1,tomz_10k_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/314227/000165495423003029/0001654954-23-003029.txt
0001683168-23-001513,1342219,"NAMLIONG SKYCOSMOS, INC.",2860.0,TW,,TAINAN CITY,71072,NO. 57 REN'AI STREET,YONGKANG DISTRICT,886-65950559,TW,,TAINAN CITY,71072,NO. 57 REN'AI STREET,YONGKANG DISTRICT,US,NV,203240178.0,"KREIDO BIOFUELS, INC.",20061102.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230315,2023-03-15 15:01:00.0,0,1,namilong_i10k-123122_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/1342219/000168316823001513/0001683168-23-001513.txt
0001213900-23-019976,778164,"ALTO INGREDIENTS, INC.",2860.0,US,CA,SACRAMENTO,95814,"400 CAPITOL MALL, SUITE 2060",,916-403-2123,US,CA,SACRAMENTO,95814,"400 CAPITOL MALL, SUITE 2060",,US,DE,412170618.0,"PACIFIC ETHANOL, INC.",20050324.0,2-ACC,0,1231.0,10-K,20221231.0,2022.0,FY,20230314,2023-03-14 16:36:00.0,0,1,f10k2022_altoingred_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/778164/000121390023019976/0001213900-23-019976.txt
0001437749-23-006484,1337298,FUTUREFUEL CORP.,2860.0,US,MO,CLAYTON,63105,8235 FORSYTH BOULEVARD SUITE 400,,314-854-8385,US,MO,CLAYTON,63105,8235 FORSYTH BOULEVARD SUITE 400,,US,DE,203340900.0,VICEROY ACQUISITION CORP,20050829.0,2-ACC,0,1231.0,10-K,20221231.0,2022.0,FY,20230314,2023-03-14 16:50:00.0,0,1,ff20221231b_10k_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/1337298/000143774923006484/0001437749-23-006484.txt
0001156174-23-000004,1156174,LAKE AREA CORN PROCESSORS LLC,2860.0,US,SD,WENTWORTH,57075,"DAKOTA ETHANOL, LLC",46269 SD HIGHWAY 34,605-483-2676,US,SD,WENTWORTH,57075,"DAKOTA ETHANOL, LLC",46269 SD HIGHWAY 34,US,SD,460460790.0,LAKE AREA ETHANOL INC,20010801.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230309,2023-03-09 14:53:00.0,0,1,lacp-20221231_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/1156174/000115617423000004/0001156174-23-000004.txt
0001392380-23-000013,1392380,"GEVO, INC.",2860.0,US,CO,ENGLEWOOD,80112,"345 INVERNESS DRIVE SOUTH, BUILDING C",Suite 310,303-858-8358,US,CO,ENGLEWOOD,80112,"345 INVERNESS DRIVE SOUTH, BUILDING C",Suite 310,US,DE,870747704.0,GEVO INC,20070307.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230309,2023-03-09 16:27:00.0,0,1,gevo-20221231_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/1392380/000139238023000013/0001392380-23-000013.txt
0001437749-23-005872,738214,"AEMETIS, INC",2860.0,US,CA,CUPERTINO,95014,20400 STEVENS CREEK BLVD,SUITE 700,408-517-3304,US,CA,CUPERTINO,95014,20400 STEVENS CREEK BLVD,SUITE 700,US,NV,261407544.0,"AE BIOFUELS, INC.",20110714.0,2-ACC,0,1231.0,10-K,20221231.0,2022.0,FY,20230309,2023-03-09 08:32:00.0,0,1,amtx20221231_10k_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/738214/000143774923005872/0001437749-23-005872.txt
0001604665-23-000009,1604665,WESTLAKE CHEMICAL PARTNERS LP,2860.0,US,TX,HOUSTON,77056,2801 POST OAK BOULEVARD,SUITE 600,(713) 960-9111,US,TX,HOUSTON,77056,2801 POST OAK BOULEVARD,SUITE 600,US,DE,320436529.0,,,2-ACC,0,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 12:01:00.0,0,1,wlkp-20221231_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/1604665/000160466523000009/0001604665-23-000009.txt
0000051253-23-000009,51253,INTERNATIONAL FLAVORS & FRAGRANCES INC,2860.0,US,NY,NEW YORK,10019,521 W 57TH ST,,2127655500,US,NY,NEW YORK,10019,521 W 57TH ST,,US,NY,131432060.0,VANAMERIGEN HAEBLER INC,19680426.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230227,2023-02-27 16:24:00.0,0,1,iff-20221231_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/51253/000005125323000009/0000051253-23-000009.txt
0001200375-23-000012,1200375,"CODEXIS, INC.",2860.0,US,CA,REDWOOD CITY,94063,200 PENOBSCOT DRIVE,,650-421-8100,US,CA,REDWOOD CITY,94063,200 PENOBSCOT DRIVE,,US,DE,710872999.0,CODEXIS INC,20021022.0,2-ACC,0,1231.0,10-K,20221231.0,2022.0,FY,20230227,2023-02-27 16:25:00.0,0,1,cdxs-20221231_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/1200375/000120037523000012/0001200375-23-000012.txt
0001489393-23-000006,1489393,LYONDELLBASELL INDUSTRIES N.V.,2860.0,US,TX,HOUSTON,77010,1221 MCKINNEY ST,SUITE 700,713-309-7603,US,TX,HOUSTON,77010,1221 MCKINNEY ST,SUITE 700,NL,,980646235.0,,,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230223,2023-02-23 13:55:00.0,0,1,lyb-20221231_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/1489393/000148939323000006/0001489393-23-000006.txt
0001802457-23-000018,1802457,"ORIGIN MATERIALS, INC.",2860.0,US,CA,WEST SACRAMENTO,95605,930 RIVERSIDE PARKWAY,SUITE 10,916-231-9329,US,CA,WEST SACRAMENTO,95605,930 RIVERSIDE PARKWAY,SUITE 10,US,DE,0.0,ARTIUS ACQUISITION INC.,20200205.0,1-LAF,0,1231.0,10-K,20221231.0,2022.0,FY,20230223,2023-02-23 16:16:00.0,0,1,orgn-20221231_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/1802457/000180245723000018/0001802457-23-000018.txt
0001262823-23-000011,1262823,WESTLAKE CORP,2860.0,US,TX,HOUSTON,77056,2801 POST OAK BLVD,SUITE 600,713-960-9111,US,TX,HOUSTON,77056,2801 POST OAK BLVD,SUITE 600,US,DE,760346924.0,WESTLAKE CHEMICAL CORP,20030908.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230222,2023-02-22 12:52:00.0,0,1,wlk-20221231_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/1262823/000126282323000011/0001262823-23-000011.txt
0001140361-23-007579,310142,SENSIENT TECHNOLOGIES CORP,2860.0,US,WI,MILWAUKEE,53202-5304,777 EAST WISCONSIN AVENUE,,4142716755,US,WI,MILWAUKEE,53202-5304,777 EAST WISCONSIN AVENUE,,US,WI,390561070.0,UNIVERSAL FOODS CORP,19920703.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230217,2023-02-17 11:03:00.0,0,1,brhc10047731_10k_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/310142/000114036123007579/0001140361-23-007579.txt
0001282637-23-000004,1282637,NEWMARKET CORP,2860.0,US,VA,RICHMOND,23218-2189,330 S FOURTH ST,PO BOX 2189,804-788-5000,US,VA,RICHMOND,23218-2189,330 S FOURTH ST,PO BOX 2189,US,VA,0.0,,,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230215,2023-02-15 09:04:00.0,0,1,neu-20221231_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/1282637/000128263723000004/0001282637-23-000004.txt
0001309402-23-000012,1309402,GREEN PLAINS INC.,2860.0,US,NE,OMAHA,68106,1811 AKSARBEN DRIVE,,402-884-8700,US,NE,OMAHA,68106,1811 AKSARBEN DRIVE,,US,IA,841652107.0,"GREEN PLAINS RENEWABLE ENERGY, INC.",20100106.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:49:00.0,0,1,gpre-20221231_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/1309402/000130940223000012/0001309402-23-000012.txt
0001635650-23-000009,1635650,GREEN PLAINS PARTNERS LP,2860.0,US,NE,OMAHA,68106,1811 AKSARBEN DRIVE,,(402) 884-8700,US,NE,OMAHA,68106,1811 AKSARBEN DRIVE,,US,DE,0.0,,,2-ACC,0,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:49:00.0,0,1,gpp-20221231_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/1635650/000163565023000009/0001635650-23-000009.txt
0000029915-23-000003,100790,UNION CARBIDE CORP /NEW/,2860.0,US,TX,HOUSTON,77077,1254 ENCLAVE PARKWAY,,281-966-2727,US,TX,HOUSTON,77077,1254 ENCLAVE PARKWAY,,US,NY,131421730.0,UNION CARBIDE CHEMICALS & PLASTICS CO INC,19940502.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230201,2023-02-01 07:15:00.0,0,1,ucc-20221231_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/100790/000002991523000003/0000029915-23-000003.txt
0001371451-23-000003,1371451,HIGHWATER ETHANOL LLC,2860.0,US,MN,LAMBERTON,56152,24500 US HIGHWAY 14,,507-752-6160,US,MN,LAMBERTON,56152,24500 US HIGHWAY 14,,,,204798531.0,,,4-NON,0,1031.0,10-K,20221031.0,2022.0,FY,20230119,2023-01-19 14:31:00.0,0,1,highwater-20221031_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/1371451/000137145123000003/0001371451-23-000003.txt
0001214659-22-004941,1349706,IMPERALIS HOLDING CORP.,7900.0,US,NV,LAS VEGAS,89141,11411 SOUTHERN HIGHLANDS PKWY,SUITE 240,(949) 444-5464,US,NV,LAS VEGAS,89141,11411 SOUTHERN HIGHLANDS PKWY,SUITE 240,US,NV,205648820.0,COLOURED (US) INC.,20060112.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220407,2022-04-07 16:32:00.0,0,1,d32922610k_htm.xml,1,,7900,Office of Trade & Services,SERVICES-AMUSEMENT & RECREATION SERVICES,https://www.sec.gov/Archives/edgar/data/1349706/000121465922004941/0001214659-22-004941.txt
0001410578-22-001889,1824403,"RESERVOIR MEDIA, INC.",7900.0,US,NY,NEW YORK,10013,"75 VARICK STREET, 9TH FLOOR",,212-675-0541,US,NY,NEW YORK,10013,"75 VARICK STREET, 9TH FLOOR",,,,0.0,ROTH CH ACQUISITION II CO,20200911.0,4-NON,0,331.0,10-K,20220331.0,2021.0,FY,20220621,2022-06-21 16:07:00.0,0,1,rsvr-20220331x10k_htm.xml,1,,7900,Office of Trade & Services,SERVICES-AMUSEMENT & RECREATION SERVICES,https://www.sec.gov/Archives/edgar/data/1824403/000141057822001889/0001410578-22-001889.txt
0001213900-22-029764,1708341,"ALLIED ESPORTS ENTERTAINMENT, INC.",7900.0,US,CA,IRVINE,92614,"17877 VON KARMAN AVENUE, SUITE 300",,(949) 225-2600,US,CA,IRVINE,92614,"17877 VON KARMAN AVENUE, SUITE 300",,US,DE,821659427.0,BLACK RIDGE ACQUISITION CORP.,20170602.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220526,2022-05-26 16:06:00.0,0,1,f10k2021_alliedesports_htm.xml,1,,7900,Office of Trade & Services,SERVICES-AMUSEMENT & RECREATION SERVICES,https://www.sec.gov/Archives/edgar/data/1708341/000121390022029764/0001213900-22-029764.txt
0001017386-22-000174,1379043,"XTREME FIGHTING CHAMPIONSHIPS, INC.",7900.0,US,NY,LIVERPOOL,13089,P.O. BOX 2711,,360-929-6860,US,NY,LIVERPOOL,13089,P.O. BOX 2711,,US,NV,980503336.0,"DUKE MOUNTAIN RESOURCES, INC.",20190808.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220421,2022-04-21 16:02:00.0,1,1,xfci_2021dec31-10k_htm.xml,1,,7900,Office of Trade & Services,SERVICES-AMUSEMENT & RECREATION SERVICES,https://www.sec.gov/Archives/edgar/data/1379043/000101738622000174/0001017386-22-000174.txt
0001410578-22-000941,1418372,"SALAMANDER INNISBROOK, LLC",7900.0,US,FL,PALM HARBOR,34684,36750 US HIGHWAY 19 NORTH,,727-942-2000,US,FL,PALM HARBOR,34684,36750 US HIGHWAY 19 NORTH,,US,FL,260442888.0,,,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220415,2022-04-15 15:18:00.0,0,1,tmb-20211231x10k_htm.xml,1,,7900,Office of Trade & Services,SERVICES-AMUSEMENT & RECREATION SERVICES,https://www.sec.gov/Archives/edgar/data/1418372/000141057822000941/0001410578-22-000941.txt
0001640334-22-000809,1622996,"ACRO BIOMEDICAL CO., LTD.",7900.0,US,IN,FISHERS,46038,12175 VISIONARY WAY,SUITE 1160,(317) 286-6788,US,IN,FISHERS,46038,12175 VISIONARY WAY,SUITE 1160,US,NV,471950356.0,"KILLER WAVES HAWAII, INC",20141022.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220415,2022-04-15 15:43:00.0,0,1,acro_10k_htm.xml,1,,7900,Office of Trade & Services,SERVICES-AMUSEMENT & RECREATION SERVICES,https://www.sec.gov/Archives/edgar/data/1622996/000164033422000809/0001640334-22-000809.txt
0001795250-22-000013,1795250,MADISON SQUARE GARDEN ENTERTAINMENT CORP.,7900.0,US,NY,NEW YORK,10121,TWO PENNSYLVANIA PLAZA,,(212) 465-6000,US,NY,NEW YORK,10121,TWO PENNSYLVANIA PLAZA,,US,DE,0.0,"MSG ENTERTAINMENT SPINCO, INC.",20191126.0,1-LAF,1,630.0,10-K,20220630.0,2022.0,FY,20220819,2022-08-19 16:03:00.0,0,1,msg-20220630_htm.xml,1,,7900,Office of Trade & Services,SERVICES-AMUSEMENT & RECREATION SERVICES,https://www.sec.gov/Archives/edgar/data/1795250/000179525022000013/0001795250-22-000013.txt
0001628280-22-024988,1840572,BOWLERO CORP.,7900.0,US,VA,MECHANICSVILLE,23111,7313 BELL CREEK ROAD,,800-417-2000,US,VA,MECHANICSVILLE,23111,7313 BELL CREEK ROAD,,US,VA,981632024.0,ISOS ACQUISITION CORP.,20210114.0,4-NON,0,630.0,10-K,20220630.0,2022.0,FY,20220915,2022-09-15 16:04:00.0,0,1,bowl-20220703_htm.xml,1,,7900,Office of Trade & Services,SERVICES-AMUSEMENT & RECREATION SERVICES,https://www.sec.gov/Archives/edgar/data/1840572/000162828022024988/0001628280-22-024988.txt
0001493152-22-026689,1584693,HEALTHCARE INTEGRATED TECHNOLOGIES INC.,7900.0,US,TN,KNOXVILLE,37919,1462 RUDDER LANE,,865-237-4448,US,TN,KNOXVILLE,37919,1462 RUDDER LANE,,US,NV,463052781.0,"GRASSHOPPER STAFFING, INC.",20160122.0,4-NON,0,731.0,10-K,20220731.0,2022.0,FY,20220923,2022-09-23 16:06:00.0,0,1,form10-k_htm.xml,1,,7900,Office of Trade & Services,SERVICES-AMUSEMENT & RECREATION SERVICES,https://www.sec.gov/Archives/edgar/data/1584693/000149315222026689/0001493152-22-026689.txt
0001640334-22-001613,1308569,MAJOR LEAGUE FOOTBALL INC,7900.0,US,FL,LAKEWOOD RANCH,34202,15515 LEMON FISH DRIVE,,(847) 924-4332,US,FL,LAKEWOOD RANCH,34202,15515 LEMON FISH DRIVE,,US,DE,201568059.0,"UNIVERSAL CAPITAL MANAGEMENT, INC.",20041112.0,4-NON,0,430.0,10-K,20220430.0,2022.0,FY,20220729,2022-07-29 15:29:00.0,0,1,mlfb_10k_htm.xml,1,,7900,Office of Trade & Services,SERVICES-AMUSEMENT & RECREATION SERVICES,https://www.sec.gov/Archives/edgar/data/1308569/000164033422001613/0001640334-22-001613.txt
0000950170-23-011045,13156,"GALAXY GAMING, INC.",7900.0,US,NV,LAS VEGAS,89118,6480 CAMERON STREET,SUITE 305,702-939-3254,US,NV,LAS VEGAS,89118,6480 CAMERON STREET,SUITE 305,,,208143439.0,SECURED DIVERSIFIED INVESTMENT LTD,20050622.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-30 17:35:00.0,0,1,glxz-20221231_htm.xml,1,,7900,Office of Trade & Services,SERVICES-AMUSEMENT & RECREATION SERVICES,https://www.sec.gov/Archives/edgar/data/13156/000095017023011045/0000950170-23-011045.txt
0001199835-23-000190,1106213,SEAFARER EXPLORATION CORP,7900.0,US,FL,TAMPA,33618,14497 N. DALE MABRY HIGHWAY,SUITE 209N,813-448-3577,US,FL,TAMPA,33618,14497 N. DALE MABRY HIGHWAY,SUITE 209N,US,DE,731556428.0,ORGANETIX,20040902.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-31 16:38:00.0,0,1,sfrx-10k_htm.xml,1,,7900,Office of Trade & Services,SERVICES-AMUSEMENT & RECREATION SERVICES,https://www.sec.gov/Archives/edgar/data/1106213/000119983523000190/0001199835-23-000190.txt
0001437749-23-008795,1621672,"SUPER LEAGUE GAMING, INC.",7900.0,US,CA,SANTA MONICA,90404,"2912 COLORADO AVE, STE 203",,802-294-2754,US,CA,SANTA MONICA,90404,"2912 COLORADO AVE, STE 203",,US,DE,471990734.0,"NTH GAMES, INC.",20141007.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-31 14:33:00.0,0,1,slgg20221231_10k_htm.xml,1,,7900,Office of Trade & Services,SERVICES-AMUSEMENT & RECREATION SERVICES,https://www.sec.gov/Archives/edgar/data/1621672/000143774923008795/0001437749-23-008795.txt
0001493152-23-010074,1389518,"CLUBHOUSE MEDIA GROUP, INC.",7900.0,US,NV,LAS VEGAS,89103,3651 LINDELL ROAD,SUITE D517,702-479-3016,US,NV,LAS VEGAS,89103,3651 LINDELL ROAD,SUITE D517,US,NV,0.0,"TONGJI HEALTHCARE GROUP, INC.",20070209.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-31 13:23:00.0,0,1,form10-k_htm.xml,1,,7900,Office of Trade & Services,SERVICES-AMUSEMENT & RECREATION SERVICES,https://www.sec.gov/Archives/edgar/data/1389518/000149315223010074/0001493152-23-010074.txt
0001213900-23-022824,1708341,ALLIED GAMING & ENTERTAINMENT INC.,7900.0,US,CA,IRVINE,92614,"17877 VON KARMAN AVENUE, SUITE 300",,(949) 225-2600,US,CA,IRVINE,92614,"17877 VON KARMAN AVENUE, SUITE 300",,US,DE,821659427.0,"ALLIED ESPORTS ENTERTAINMENT, INC.",20190815.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230324,2023-03-24 16:38:00.0,0,1,f10k2022_alliedgaming_htm.xml,1,,7900,Office of Trade & Services,SERVICES-AMUSEMENT & RECREATION SERVICES,https://www.sec.gov/Archives/edgar/data/1708341/000121390023022824/0001213900-23-022824.txt
0001698991-23-000010,1698991,"ACCEL ENTERTAINMENT, INC.",7900.0,US,IL,BURR RIDGE,60527,140 TOWER DRIVE,,630-972-2235,US,IL,BURR RIDGE,60527,140 TOWER DRIVE,,US,DE,981350261.0,TPG PACE HOLDINGS CORP.,20170224.0,2-ACC,0,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 16:32:00.0,0,1,acel-20221231_htm.xml,1,,7900,Office of Trade & Services,SERVICES-AMUSEMENT & RECREATION SERVICES,https://www.sec.gov/Archives/edgar/data/1698991/000169899123000010/0001698991-23-000010.txt
